area_no,company_name,job_name,salary
6001001001,雅卓有限公司,【藝術行政／工讀】,時薪183~200元
6001001001,飛買家股份有限公司,電商行銷部-電商平台業務助理,遠端工作
6001001001,inline_樂排股份有限公司,Workplace Operation Internship 辦公室營運 行政實習生,時薪183元
6001001001,廣睿工程顧問有限公司,業務助理,"月薪30,000~35,000元"
6001001001,AMERICAN EAGLE INSTITUTE _弋果文化事業股份有限公司,籌備新校-台北市中正區-財務行政人員,"月薪36,000~40,000元"
6001001001,台灣智多利產業有限公司,總務行政,"月薪38,000~45,000元"
6001001001,永豐餘消費品實業股份有限公司,H.業務行政管理師(訂單組),"月薪30,000~35,000元"
6001001001,社團法人中華民國立峰國際教育發展協會,行政人員 【新竹本部】,遠端工作
6001001001,好租一二三股份有限公司,業務助理人員,"月薪30,000~40,000元"
6001001001,信實公寓大廈管理維護股份有限公司,行政助理(台北捷運),"月薪30,000~35,000元"
6001001001,中華資安國際股份有限公司,採購行政助理/採購專員,"月薪35,000~43,000元"
6001001001,國峯租賃股份有限公司,行政助理  (台北),"月薪27,470元以上"
6001001001,Bonniesugar手作甜點專門店_宥米食品工作室,人資助理正職-【Bonnie Sugar 甜點台北區】,"月薪27,470~35,000元"
6001001001,志光教育科技股份有限公司,講義教學組 行政人員(台北分公司),"月薪30,000~35,000元"
6001001001,臺北市私立文城文理短期補習班,文城古亭教室 - 補習班班務導師(兼職、工讀生),時薪183元
6001001001,南山產物保險股份有限公司,企業險出單專員,"月薪30,000~35,000元"
6001001001,華冠投顧_華冠證券投資顧問股份有限公司,社群影音小編(營),"月薪30,000~60,000元"
6001001001,財團法人台北金融研究發展基金會,櫃台總機/行政助理     (日班8:30~17:30  歡迎學生企業實習或夜間部學生~),時薪183元
6001001001,侑澄中醫診所,行政秘書,"月薪27,470~50,000元"
6001001001,侑澄中醫診所,櫃台掛號批價人員,"月薪28,500~33,000元"
6001001001,歐易亞科技股份有限公司,【行銷業務助理】行政(實習生),時薪183元以上
6001001001,服部創意有限公司,[ 台北-總公司 ] 生產管理部-行政助理  (無經驗可),"月薪30,000~40,000元"
6001001001,財團法人電信技術中心,應用服務組-實習生(261),時薪183~200元
6001001001,全球人事顧問股份有限公司,【蝦皮】人事行政助理 32K 見紅休 夜校生可 WX,"月薪32,000元"
6001001001,阿爾發證券投資顧問股份有限公司,人資行政專員,待遇面議
6001001001,精英人力資源股份有限公司,零售業公司 行政人員(台北)-Iko,"月薪30,000~35,000元"
6001001001,愛迪生技股份有限公司,主辦會計,"月薪40,000~48,000元"
6001001001,凱基期貨股份有限公司,行政管理組員 (永續發展-ESG助理),"月薪35,000元以上"
6001001001,台灣智多利產業有限公司,總務會計,"月薪38,000~45,000元"
6001001001,宏庚興業有限公司,［總管理處］行政人員,"月薪30,000元以上"
6001001001,赫綵電腦有限公司,(總公司)人資專員 HR,"月薪30,000~33,000元"
6001001001,熟透國際有限公司,品牌電商實習生,論件計酬0元
6001001001,威合股份有限公司,人事行政助理(派駐台大兒童醫院),"月薪30,000~32,000元"
6001001001,正中資訊科技有限公司,行政專員-台北總公司,"月薪32,000~35,000元"
6001001001,沃盛管理顧問股份有限公司,行政幕僚秘書人員,待遇面議
6001001001,太極之美研藝社有限公司,行政助理兼櫃檯,"月薪28,000~35,000元"
6001001001,JPTIP_日鏵國際企劃股份有限公司,【日商】行政助理秘書,"月薪30,000~35,000元"
6001001001,協誠國際法律事務所,行政主任,"月薪30,000元以上"
6001001001,中國勞工安全衛生管理學會,【台北職訓中心】急徵~行政助理(需熟電腦打字 速度為每分鐘50字以上),"月薪28,500~30,000元"
6001001001,永康地產開發有限公司,店長助理/秘書,"月薪40,000~1,000,000元"
6001001001,實美聯合會計師事務所,財務會計助理,"月薪27,470~28,000元"
6001001001,萬寶華企業管理顧問股份有限公司,派駐公家機關-文書事務人員,"月薪27,470元"
6001001001,厚策思維有限公司,行政中心行政專員/助理,"月薪28,000元以上"
6001001001,優捷勝股份有限公司,【西門】行政助理(POS),"月薪28,000~30,000元"
6001001001,建拓聯合會計師事務所_台北所,行政總務/長期工讀,"月薪28,500元以上"
6001001001,財團法人台灣金融研訓院,作業服務處-活動執行組課務助理【全職助理】,"月薪28,600~31,000元"
6001001001,志光教育科技股份有限公司,講義教學組 行政人員(台北分公司),"月薪30,000~35,000元"
6001001001,臺北市私立文城文理短期補習班,文城古亭教室 - 補習班班務導師(兼職、工讀生),時薪183元
6001001001,香港商億泰國際_億泰國際實業有限公司,行政業務助理,"月薪33,000元以上"
6001001001,儒林文教機構_台北市私立儒林文理短期補習班,行政/帶班助理工讀生（學測甄選顧問中心）,時薪183元
6001001001,華冠投顧_華冠證券投資顧問股份有限公司,社群影音小編(營),"月薪30,000~60,000元"
6001001001,福邦證券股份有限公司,總機行政櫃台人員,"月薪29,000~31,000元"
